FID,IID,POPULATION,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CHS24,CHS24,CHS,0.0033,-0.0374,-0.0132,-0.0146,0.0021,-0.001,0.0001,-0.0004,0.0044,0.0054
CHS25,CHS25,CHS,0.0031,-0.0375,-0.0141,-0.0153,0,-0.0015,0.0023,-0.0001,-0.0012,0.0003
CHS26,CHS26,CHS,0.003,-0.0372,-0.0135,-0.0152,-0.0004,0.0007,0.0006,0.0019,-0.003,-0.0082
CHS27,CHS27,CHS,0.0034,-0.0373,-0.0139,-0.0147,-0.0002,-0.0063,0.0025,-0.0033,0.0014,0.0039
CHS28,CHS28,CHS,0.0033,-0.0377,-0.0123,-0.0146,-0.0008,0.0003,0.0019,-0.0024,0.004,-0.0047
CHS29,CHS29,CHS,0.003,-0.0379,-0.0145,-0.0139,-0.002,0.0013,0.0014,0.0003,0.0079,-0.0022
CHS30,CHS30,CHS,0.0036,-0.0376,-0.0123,-0.0146,-0.0011,0.0011,-0.0008,0.0024,-0.0054,-0.0041
CHS31,CHS31,CHS,0.0034,-0.037,-0.0145,-0.0147,0.0031,-0.0047,-0.0003,0.0009,0.0021,-0.0015
CHS32,CHS32,CHS,0.003,-0.0375,-0.0142,-0.0163,0.0003,0.0017,-0.001,-0.0052,0.0017,-0.0051
CHS33,CHS33,CHS,0.0033,-0.0373,-0.0131,-0.014,-0.0006,0.0005,0.0013,0.0002,0.004,-0.0009
CHS34,CHS34,CHS,0.0033,-0.0366,-0.0142,-0.0136,-0.002,-0.0053,-0.0008,-0.0014,0.0009,-0.0012
CHS35,CHS35,CHS,0.0032,-0.0372,-0.0138,-0.0149,-0.0029,-0.004,0.0024,-0.0009,-0.0007,-0.007
CHS36,CHS36,CHS,0.0031,-0.0376,-0.0138,-0.0141,-0.0054,0.0032,0.0002,-0.0011,0.0014,-0.0005
CHS37,CHS37,CHS,0.0034,-0.0374,-0.0143,-0.0151,0.0013,-0.0006,0.0012,0.0004,0.0007,-0.0086
CHS38,CHS38,CHS,0.0034,-0.0374,-0.0142,-0.0141,0.0021,0.0017,-0.002,0.0036,0.0019,-0.0001
CHS39,CHS39,CHS,0.0033,-0.0373,-0.0131,-0.0128,-0.0028,0.0024,0.0008,-0.0007,0.0003,-0.0042
CHS40,CHS40,CHS,0.0033,-0.0378,-0.0146,-0.0155,0.0011,-0.0007,-0.001,0.0055,0.0052,-0.0044
CHS41,CHS41,CHS,0.0035,-0.038,-0.0137,-0.0148,-0.0007,-0.0026,0.0018,0.002,0.0072,-0.0015
CHS42,CHS42,CHS,0.0032,-0.0377,-0.0135,-0.0136,-0.003,0.0067,-0.0006,0.0008,0.0091,0.0035
PUR1,PUR1,PUR,0.0052,0.0059,-0.0075,0.0108,-0.0217,-0.0096,-0.0084,-0.0148,-0.0365,-0.0139
PUR2,PUR2,PUR,0.0003,0.0033,-0.0064,0.0176,-0.0226,-0.0087,-0.002,-0.0214,-0.0302,0.0079
PUR3,PUR3,PUR,0.0055,0.0065,-0.0047,0.0087,-0.0201,-0.0107,0.005,-0.0087,-0.0301,-0.0077
CHS43,CHS43,CHS,0.0036,-0.0372,-0.0134,-0.0145,-0.0016,-0.0027,0.0037,-0.0045,-0.0035,-0.0097
CHS44,CHS44,CHS,0.0031,-0.0379,-0.0153,-0.014,-0.0018,-0.0038,-0.0016,-0.0027,0.0026,0.0068
CHS45,CHS45,CHS,0.0031,-0.0369,-0.0145,-0.0121,0.0033,-0.0146,-0.0021,0.0061,0.0008,0.0049
CHS46,CHS46,CHS,0.0032,-0.0379,-0.013,-0.0149,-0.0012,-0.0042,0.0014,0.0038,0.004,0.0057
CHS47,CHS47,CHS,0.0033,-0.0376,-0.0149,-0.0146,0.0002,-0.0038,-0.0006,0.0008,0.0027,0.001
CHS48,CHS48,CHS,0.0032,-0.0377,-0.0141,-0.0144,0.0002,-0.0018,0.0003,0.003,0.0054,0.0003
CHS49,CHS49,CHS,0.0033,-0.0373,-0.0137,-0.0129,-0.0001,-0.0065,-0.0019,0.0015,0.001,-0.0059
CHS50,CHS50,CHS,0.0031,-0.0371,-0.0129,-0.0144,0.0017,-0.0069,0.0009,0.0019,0.0059,0.0035
CHS51,CHS51,CHS,0.0032,-0.0379,-0.0138,-0.016,-0.008,0.0105,0.0016,0.0013,0.0022,0.0006
CHS52,CHS52,CHS,0.0029,-0.0371,-0.0137,-0.0154,0.0006,-0.003,0.0009,-0.0006,-0.0022,-0.0019
CHS53,CHS53,CHS,0.0031,-0.0374,-0.0132,-0.0131,0.0028,-0.003,0.0003,0.0038,0.0023,-0.0033
CHS54,CHS54,CHS,0.0035,-0.0368,-0.0117,-0.0147,-0.0002,0.0045,-0.002,0.0026,0.0004,-0.0026
CHS55,CHS55,CHS,0.0033,-0.0365,-0.0148,-0.0121,0.0083,-0.0253,0.002,0.0062,0.0084,0.0021
CHS56,CHS56,CHS,0.0032,-0.0379,-0.0138,-0.0151,0.0031,-0.0028,-0.0023,-0.0005,0.0047,-0.0051
CHS57,CHS57,CHS,0.0035,-0.0374,-0.0132,-0.0159,-0.0012,-0.0062,0.0036,0.0059,-0.0027,-0.0062
CHS58,CHS58,CHS,0.003,-0.0384,-0.0138,-0.016,-0.0007,-0.0068,-0.0025,-0.0003,-0.0008,0.0057
CHS59,CHS59,CHS,0.0032,-0.0379,-0.0136,-0.0155,0.0004,0.0003,0.001,-0.0046,0.0078,0.0004
CHS60,CHS60,CHS,0.0032,-0.0372,-0.0133,-0.0137,0.0035,-0.0134,-0.001,-0.0002,-0.0066,-0.0058
CHS61,CHS61,CHS,0.0032,-0.0374,-0.0129,-0.0153,-0.0008,-0.005,0.0011,0.0043,0.0038,0.0062
CHS62,CHS62,CHS,0.0032,-0.0377,-0.0146,-0.0152,0.0001,0.0015,-0.0014,-0.003,0.0016,-0.0021
CHS63,CHS63,CHS,0.003,-0.0373,-0.0142,-0.0145,-0.0005,-0.0071,-0.0004,-0.001,0.0028,-0.0008
CHS64,CHS64,CHS,0.0033,-0.0373,-0.0147,-0.0134,-0.0003,-0.0081,-0.0021,-0.0038,0.0028,0.0033
CHS65,CHS65,CHS,0.0034,-0.0375,-0.0121,-0.0142,0.0023,0.0007,0.0008,0.0028,0.0036,0.0062
CHS66,CHS66,CHS,0.0031,-0.0373,-0.0133,-0.016,0.0037,-0.0054,0.0028,0.003,0.0072,-0.0083
CHS67,CHS67,CHS,0.0032,-0.0373,-0.0155,-0.0151,0.0009,-0.0044,0.0033,0.002,0.0036,0.0059
CHS68,CHS68,CHS,0.0034,-0.0378,-0.0141,-0.0145,-0.0021,0.0025,0.0011,0.0007,0.0009,0.0072
CHS69,CHS69,CHS,0.0033,-0.0377,-0.0148,-0.0146,0.0003,0.0002,-0.0008,-0.0007,-0.0007,-0.0069
CHS70,CHS70,CHS,0.003,-0.038,-0.0123,-0.0145,0.0003,-0.0004,-0.0019,-0.0046,0.005,0.0082
CHS71,CHS71,CHS,0.0031,-0.0371,-0.0123,-0.0155,0.0005,0.0075,0.0001,-0.0038,-0.0046,0.004
CHS72,CHS72,CHS,0.0033,-0.0383,-0.0148,-0.0165,-0.0018,-0.0046,0.0002,0.0019,-0.006,0.0026
CHS73,CHS73,CHS,0.0031,-0.0372,-0.0149,-0.0144,-0.0014,-0.0008,0.0013,0.0059,0.006,0.003
CHS74,CHS74,CHS,0.0033,-0.0375,-0.0135,-0.0138,-0.0003,0.0011,-0.0014,-0.0011,-0.0001,-0.0007
CHS75,CHS75,CHS,0.0032,-0.0375,-0.0137,-0.015,0.0033,-0.0033,-0.0003,-0.0014,-0.0017,0.0019
CHS76,CHS76,CHS,0.0033,-0.0373,-0.0133,-0.0141,-0.0028,-0.0044,0.002,-0.0013,-0.0006,0.0035
CHS77,CHS77,CHS,0.0031,-0.0375,-0.0132,-0.0166,0.001,-0.0018,-0.0009,0.0014,0.0062,-0.0002
PUR4,PUR4,PUR,0.0021,0.005,-0.0063,0.0088,-0.0169,-0.0058,-0.0031,-0.0121,-0.0377,0.0011
PUR5,PUR5,PUR,0.0011,0.0053,-0.0066,0.0122,-0.0199,-0.0094,-0.0057,-0.0089,-0.0347,-0.0107
PUR6,PUR6,PUR,0.0059,0.0067,-0.0057,0.0059,-0.0238,-0.0091,-0.004,-0.0163,-0.0338,0.0085
PUR7,PUR7,PUR,0.005,0.0048,-0.0057,0.0135,-0.0206,-0.0123,-0.0045,-0.0132,-0.0487,-0.0225
CHS78,CHS78,CHS,0.0031,-0.0377,-0.0124,-0.0154,-0.0073,0.0214,-0.0034,-0.0009,0.0032,-0.0004
CHS79,CHS79,CHS,0.0034,-0.0377,-0.0152,-0.014,-0.0072,0.0128,-0.0012,0.0011,0.0022,-0.0057
CHS80,CHS80,CHS,0.0032,-0.0376,-0.0127,-0.0161,-0.0067,0.013,-0.0023,-0.0001,-0.0055,0.0048
CHS81,CHS81,CHS,0.0032,-0.0373,-0.0123,-0.016,-0.0034,0.009,-0.0016,0.0007,-0.0018,-0.0061
CHS82,CHS82,CHS,0.0028,-0.0374,-0.0134,-0.0152,-0.0018,0.0136,-0.0009,-0.0047,0.0029,-0.0022
CHS83,CHS83,CHS,0.0031,-0.0373,-0.0134,-0.016,-0.003,0.0116,0.0022,0.0002,0.0012,-0.0003
CHS84,CHS84,CHS,0.0031,-0.0372,-0.0139,-0.0149,-0.0078,0.0121,0.0017,0.0051,-0.0057,-0.0065
CHS85,CHS85,CHS,0.0035,-0.0375,-0.0132,-0.0145,-0.0061,0.0184,0.0019,-0.004,0.0002,-0.0038
CHS86,CHS86,CHS,0.0032,-0.0374,-0.0124,-0.0148,-0.0058,0.0113,0.001,-0.0019,-0.0053,-0.0089
CHS87,CHS87,CHS,0.0033,-0.0376,-0.0133,-0.016,-0.0069,0.0151,0.0014,-0.0006,0.0001,-0.0019
CHS88,CHS88,CHS,0.0028,-0.0376,-0.0142,-0.0148,-0.004,0.0145,-0.001,-0.0038,-0.0001,-0.0029
CHS89,CHS89,CHS,0.0031,-0.038,-0.0126,-0.0164,-0.0054,0.0075,0.0014,-0.0056,0.006,0.0071
CHS90,CHS90,CHS,0.0033,-0.0373,-0.0126,-0.0136,-0.0067,0.0138,-0.0021,-0.0009,0.0011,0.0023
CHS91,CHS91,CHS,0.0029,-0.0373,-0.0136,-0.0156,-0.0059,0.0114,-0.0002,-0.0003,-0.0015,-0.0002
CHS92,CHS92,CHS,0.0033,-0.038,-0.0138,-0.0153,-0.0062,0.0075,-0.0033,0.0033,0.0087,-0.0056
CHS93,CHS93,CHS,0.0032,-0.0371,-0.013,-0.0152,-0.0066,0.0164,-0.0027,-0.0023,0.0003,0.0017
CHS94,CHS94,CHS,0.0033,-0.0371,-0.0124,-0.0139,-0.0044,0.0189,-0.0022,0.0052,-0.0042,-0.0089
CHS95,CHS95,CHS,0.0033,-0.0373,-0.0135,-0.0149,-0.0044,0.0113,0.0001,-0.001,-0.0016,0.0012
CHS96,CHS96,CHS,0.0029,-0.0374,-0.0138,-0.0158,-0.0073,0.0117,-0.0017,0.0021,-0.0045,-0.0186
CHS97,CHS97,CHS,0.0028,-0.0377,-0.0138,-0.0153,-0.0049,0.0079,-0.0049,0.0033,-0.0004,0.0021
CHS98,CHS98,CHS,0.003,-0.0375,-0.0132,-0.0135,-0.0031,0.0077,0.0001,0.0026,0.0049,-0.0003
CHS99,CHS99,CHS,0.0035,-0.0373,-0.0137,-0.0138,-0.0029,0.0122,0.0001,-0.0005,-0.0005,-0.0023
CHS100,CHS100,CHS,0.0032,-0.0377,-0.0139,-0.0164,-0.0053,0.0126,-0.0022,-0.0012,0.0011,0.001
CHS101,CHS101,CHS,0.0033,-0.0378,-0.0144,-0.0149,-0.0088,0.0168,0.0017,0.0018,-0.0005,-0.0075
CHS102,CHS102,CHS,0.0034,-0.0375,-0.0144,-0.0161,-0.0038,0.0109,0.0017,0.0045,0.005,-0.0075
CHS103,CHS103,CHS,0.0028,-0.0376,-0.0137,-0.0152,-0.0035,0.0142,0.0005,0.0019,0.0035,-0.0036
CHS104,CHS104,CHS,0.0035,-0.037,-0.0131,-0.0163,-0.0059,0.0149,-0.0011,0.0027,0.0003,-0.0016
CHS105,CHS105,CHS,0.003,-0.0378,-0.0127,-0.0153,-0.0064,0.0101,-0.0018,0.0045,0.0046,-0.0018
PUR8,PUR8,PUR,0.008,0.0081,-0.0069,0.0038,-0.0224,-0.0093,-0.0008,-0.0129,-0.037,-0.0188
PUR9,PUR9,PUR,0.0064,0.0055,-0.0069,0.008,-0.026,-0.0077,-0.0043,-0.0176,-0.031,-0.0012
PUR10,PUR10,PUR,0.0039,0.0037,-0.0086,0.017,-0.0186,-0.0041,-0.0017,-0.011,-0.0487,0.0069
PUR11,PUR11,PUR,0.0065,0.0074,-0.0072,0.007,-0.0157,-0.0049,-0.0017,-0.0143,-0.0185,0.0083
PUR12,PUR12,PUR,0.0055,0.0078,-0.0085,0.0073,-0.0142,-0.0055,-0.0024,-0.0116,-0.0178,0.0139
PUR13,PUR13,PUR,0.0073,0.0091,-0.0059,0.0026,-0.0024,-0.0008,-0.001,-0.001,-0.0024,-0.0026
PUR14,PUR14,PUR,0.0033,0.0053,-0.0079,0.0117,-0.0217,-0.0056,0.001,-0.0126,-0.0313,0.0062
PUR15,PUR15,PUR,0.0063,0.0097,-0.0064,0.0021,-0.026,-0.0094,-0.0049,-0.0031,-0.0315,0.0104
PUR16,PUR16,PUR,0.0041,0.0029,-0.0089,0.0189,-0.0174,-0.0064,-0.0035,-0.0129,-0.0217,0.0302
CDX1,CDX1,CDX,0.0032,-0.0371,-0.0113,-0.0175,-0.0135,0.0486,-0.0046,-0.0019,-0.0047,0.0043
CDX2,CDX2,CDX,0.003,-0.0368,-0.0125,-0.0182,-0.0143,0.0504,0.0021,-0.0082,-0.0021,-0.0014
CDX3,CDX3,CDX,0.0031,-0.0364,-0.012,-0.0179,-0.0163,0.0499,0.0012,0.0005,-0.0019,-0.0026
CDX4,CDX4,CDX,0.003,-0.0374,-0.0129,-0.0168,-0.0151,0.0512,-0.0044,-0.0008,0,-0.0016
CDX5,CDX5,CDX,0.0029,-0.0365,-0.0103,-0.0182,-0.0131,0.0444,-0.0057,0.0009,-0.0004,0.0023
CDX6,CDX6,CDX,0.0028,-0.037,-0.0134,-0.016,-0.0137,0.0471,0.0011,-0.0041,-0.0045,0.0041
CDX7,CDX7,CDX,0.0026,-0.0371,-0.0108,-0.0169,-0.0173,0.0496,0,-0.0033,0.0001,0.0001
CDX8,CDX8,CDX,0.003,-0.0373,-0.0114,-0.0172,-0.0158,0.0484,-0.0008,0.005,0.0049,-0.0029
CDX9,CDX9,CDX,0.0028,-0.0365,-0.0108,-0.0151,-0.0163,0.0423,0.002,0.0015,-0.0007,-0.0011
CDX10,CDX10,CDX,0.0032,-0.037,-0.0114,-0.0161,-0.0154,0.0395,-0.0054,-0.0029,-0.0037,-0.0032
CDX11,CDX11,CDX,0.0027,-0.0374,-0.0121,-0.017,-0.0189,0.0454,0.0031,-0.0067,0.0051,0.0011
CDX12,CDX12,CDX,0.003,-0.0371,-0.0102,-0.0162,-0.0192,0.049,-0.002,-0.0055,-0.0029,0.0058
CDX13,CDX13,CDX,0.003,-0.037,-0.0119,-0.0181,-0.0198,0.0495,0.0027,-0.0025,-0.0075,-0.0049
CDX14,CDX14,CDX,0.0028,-0.0368,-0.0119,-0.0162,-0.0193,0.0495,0.0007,-0.0025,-0.006,0.0006
CDX15,CDX15,CDX,0.0031,-0.0371,-0.0135,-0.0169,-0.0182,0.0495,-0.0015,-0.004,-0.0006,0.0036
PUR17,PUR17,PUR,0.0054,0.0073,-0.0066,0.0059,-0.0153,-0.0024,0.001,-0.0034,-0.0066,0.0226
PUR18,PUR18,PUR,0.0042,0.0061,-0.0057,0.0114,-0.0175,-0.0076,0,-0.0185,-0.0261,0.0121
PUR19,PUR19,PUR,-0.0015,0.0051,-0.0076,0.0105,-0.0162,-0.0012,-0.0032,-0.0068,-0.0241,0.0017
PUR20,PUR20,PUR,-0.0012,0.0036,-0.0069,0.0167,-0.0132,-0.0039,-0.0044,-0.0101,-0.0335,-0.0207
PUR21,PUR21,PUR,-0.001,0.0033,-0.0072,0.0156,-0.0164,-0.0052,-0.0015,-0.0103,-0.0232,-0.0017
PUR22,PUR22,PUR,0.0058,0.0053,-0.0074,0.0129,-0.0192,-0.0123,-0.0002,-0.0189,-0.0319,0.0147
PUR23,PUR23,PUR,0.0032,0.007,-0.0064,0.0074,-0.0153,-0.0095,-0.0028,-0.0189,-0.0308,0.0115
PUR24,PUR24,PUR,0.0033,0.0047,-0.0069,0.0126,-0.0137,-0.0036,-0.0058,-0.014,-0.0348,-0.0073
PUR25,PUR25,PUR,0.005,0.0067,-0.0076,0.0074,-0.0174,-0.0072,0.0004,-0.0077,-0.0308,0.0076
PUR26,PUR26,PUR,0.0057,0.0063,-0.0084,0.0112,-0.0235,-0.0122,-0.002,-0.0149,-0.0506,-0.0152
PUR27,PUR27,PUR,-0.0072,0.0043,-0.0064,0.0108,-0.016,-0.0026,-0.0023,-0.0047,-0.0248,-0.0091
PUR28,PUR28,PUR,0.001,0.0061,-0.0056,0.0076,-0.0225,-0.0071,0.0013,-0.0119,-0.017,0.0328
PUR29,PUR29,PUR,0.0057,0.0065,-0.0087,0.0096,-0.016,-0.0068,-0.0004,-0.018,-0.039,-0.0043
PUR30,PUR30,PUR,0.0049,0.006,-0.0076,0.0103,-0.0239,-0.006,0.0012,-0.0165,-0.0187,0.0231
PUR31,PUR31,PUR,0.0047,0.0057,-0.0062,0.0136,-0.0202,-0.0068,0,-0.016,-0.0117,0.0343
PUR32,PUR32,PUR,0.0062,0.0059,-0.0068,0.0127,-0.0201,-0.0087,-0.0013,-0.0146,-0.0229,0.0068
PUR33,PUR33,PUR,0.0049,0.0063,-0.007,0.0118,-0.0303,-0.0067,-0.0059,-0.0242,-0.0313,0.0293
PUR34,PUR34,PUR,0.0051,0.0056,-0.0078,0.0121,-0.0223,-0.0061,-0.0025,-0.0227,-0.0301,0.0279
PUR35,PUR35,PUR,0.0053,0.009,-0.0052,0,-0.0168,-0.0064,-0.0013,-0.0009,-0.0207,-0.0195
PUR36,PUR36,PUR,-0.0004,0.0029,-0.0074,0.0148,-0.0106,-0.0081,-0.0074,-0.0148,-0.01,0.0187
PUR37,PUR37,PUR,0.0011,0.0051,-0.0052,0.01,-0.0189,-0.0054,0.0023,-0.0168,-0.016,0.021
PUR38,PUR38,PUR,0.0046,0.0034,-0.0081,0.0198,-0.0221,-0.0054,-0.0023,-0.0156,-0.0291,0.0318
PUR39,PUR39,PUR,-0.0006,0.0047,-0.0072,0.0133,-0.0174,-0.0046,-0.0063,-0.0093,-0.0351,0.0044
PUR40,PUR40,PUR,0.0041,0.0056,-0.008,0.0133,-0.0192,-0.0065,-0.0009,-0.0071,-0.0383,-0.0127
PUR41,PUR41,PUR,0.0034,0.0056,-0.0065,0.0071,-0.0155,-0.0054,-0.0011,-0.0182,-0.0196,0.0108
PUR42,PUR42,PUR,0.0026,0.0036,-0.0069,0.0159,-0.016,-0.0057,0.0036,-0.0123,-0.0335,0.0088
PUR43,PUR43,PUR,0.0008,0.0063,-0.0063,0.008,-0.0154,-0.0018,0.0009,-0.0128,-0.0292,-0.0019
PUR44,PUR44,PUR,0.0019,0.0053,-0.0062,0.0108,-0.0174,-0.0053,0.0001,-0.0081,-0.0179,0.0088
PUR45,PUR45,PUR,-0.0022,0.0052,-0.0053,0.0105,-0.0148,-0.0037,-0.0045,-0.0089,-0.0029,0.0248
PUR46,PUR46,PUR,0.0029,0.0061,-0.0069,0.0089,-0.0206,-0.005,-0.0012,-0.0147,-0.0269,0.0026
PUR47,PUR47,PUR,0.0041,0.0063,-0.0062,0.0097,-0.0188,-0.0061,0.0013,-0.0077,-0.0244,0.0105
PUR48,PUR48,PUR,0.0048,0.0051,-0.0083,0.0123,-0.018,-0.0054,-0.0092,-0.0129,-0.038,0.0092
PUR49,PUR49,PUR,0.0044,0.006,-0.0077,0.0108,-0.0215,-0.0063,-0.003,-0.0121,-0.0232,0.0203
PUR50,PUR50,PUR,0.002,0.0044,-0.0083,0.0142,-0.0234,-0.0088,0.002,-0.0131,-0.0295,-0.0039
PUR51,PUR51,PUR,0.0014,0.0062,-0.0066,0.0107,-0.0143,-0.0037,-0.0029,-0.0175,-0.0199,0.0157
PUR52,PUR52,PUR,0.0049,0.006,-0.0069,0.008,-0.0234,-0.0044,0.0002,-0.0079,-0.0303,-0.0174
PUR53,PUR53,PUR,0.0057,0.0082,-0.0054,0.0049,-0.0154,-0.0084,-0.0034,-0.0099,-0.0297,-0.0159
PUR54,PUR54,PUR,-0.0014,0.0065,-0.007,0.0083,-0.0215,-0.0042,0.0037,-0.0123,-0.0394,-0.0187
PUR55,PUR55,PUR,-0.0195,0.0053,-0.0044,0.0057,-0.001,-0.0013,-0.0068,0.0038,-0.0071,0.0015
PUR56,PUR56,PUR,0.0031,0.0052,-0.007,0.0117,-0.0148,-0.0058,-0.0031,-0.0107,-0.0255,0.0049
PUR57,PUR57,PUR,0.0039,0.0055,-0.0085,0.0108,-0.0145,-0.0059,-0.0058,-0.0116,-0.0223,0.0066
CLM1,CLM1,CLM,0.0086,0.0094,-0.0048,0.0032,-0.0166,-0.007,0.0017,-0.0087,-0.0337,-0.0259
CLM2,CLM2,CLM,0.0079,0.0007,-0.0091,0.0262,-0.0181,-0.0054,0.0002,-0.016,-0.0195,0.0139
CLM3,CLM3,CLM,0.0081,0.0074,-0.006,0.0094,-0.0197,-0.0097,0.0009,-0.0009,-0.0306,-0.0209
CLM4,CLM4,CLM,0.0062,0,-0.0091,0.0279,-0.0144,-0.0052,0.003,-0.0074,-0.0194,0.0024
CLM5,CLM5,CLM,0.0057,0.0036,-0.0077,0.0219,-0.0156,-0.0063,0.0012,-0.0069,-0.0307,-0.0256
CLM6,CLM6,CLM,0.0018,-0.0003,-0.0083,0.0269,-0.0084,-0.0007,-0.0009,-0.0115,-0.0181,0.0072
CLM7,CLM7,CLM,0.004,0.0015,-0.0072,0.0224,-0.0153,-0.0011,-0.0011,-0.0102,-0.0237,-0.0018
CLM8,CLM8,CLM,0.0057,0.0024,-0.0075,0.0229,-0.0153,-0.008,0.0024,-0.0065,-0.0243,-0.0086
CLM9,CLM9,CLM,0.0056,0.0024,-0.0089,0.0228,-0.0162,-0.0097,-0.0015,-0.0095,-0.0335,-0.0119
CLM10,CLM10,CLM,0.0081,0.0059,-0.0081,0.0121,-0.0186,-0.0036,0.0015,-0.0041,-0.022,0.0033
CLM11,CLM11,CLM,0.0033,0.0025,-0.0077,0.02,-0.0121,-0.0001,-0.0031,-0.009,-0.0089,0.0083
CLM12,CLM12,CLM,0.0041,0.001,-0.0102,0.0251,-0.0164,-0.0034,-0.0068,-0.0095,-0.033,-0.0154
CLM13,CLM13,CLM,0.007,-0.0008,-0.0095,0.0324,-0.0176,-0.0021,0.0014,-0.0059,-0.0392,-0.0299
CLM14,CLM14,CLM,0.0003,0.0001,-0.0096,0.0274,-0.0069,-0.0025,-0.0006,-0.0024,-0.003,0.0054
CLM15,CLM15,CLM,0.0065,0.0015,-0.0071,0.0251,-0.0168,-0.004,-0.0054,-0.0111,-0.0092,0.0234
CLM16,CLM16,CLM,-0.0007,-0.0026,-0.0092,0.0338,-0.0137,0.0017,-0.0055,-0.0037,-0.0151,-0.0149
CLM17,CLM17,CLM,0.0057,0.0026,-0.0083,0.0234,-0.0125,-0.0019,-0.0012,-0.008,-0.0194,0.002
CLM18,CLM18,CLM,0.0029,-0.0055,-0.0108,0.0428,-0.0112,0.0006,-0.0011,-0.0069,-0.0243,-0.0116
PUR58,PUR58,PUR,0.0007,0.0046,-0.0081,0.0132,-0.0182,-0.0053,-0.0036,-0.0156,-0.0373,-0.0105
PUR59,PUR59,PUR,0.0043,0.0049,-0.0062,0.0135,-0.0191,-0.0072,0.001,-0.0224,-0.027,0.0159
PUR60,PUR60,PUR,0.0044,0.0072,-0.0063,0.0095,-0.0249,-0.0054,-0.0011,-0.0166,-0.0277,0.0036
PUR61,PUR61,PUR,-0.0017,0.0049,-0.0069,0.0113,-0.0115,-0.0032,-0.0029,-0.0057,-0.0211,-0.0009
PUR62,PUR62,PUR,0.0078,0.0089,-0.0031,0.0023,-0.0276,-0.0103,-0.0022,-0.018,-0.0326,0.0168
PUR63,PUR63,PUR,0.0033,0.0046,-0.0071,0.0131,-0.0162,-0.0023,-0.0038,-0.0179,-0.0321,0.0165
PUR64,PUR64,PUR,0.0004,0.0048,-0.0061,0.0122,-0.0128,-0.0057,0.0013,-0.0128,-0.0381,-0.0236
PUR65,PUR65,PUR,0.0058,0.0087,-0.006,0.0007,-0.0266,-0.0067,-0.0019,-0.0073,-0.0282,0.0137
PUR66,PUR66,PUR,0.0065,0.0067,-0.0069,0.008,-0.0198,-0.0082,-0.0022,-0.0105,-0.0398,0.0098
PUR67,PUR67,PUR,0.0046,0.0044,-0.007,0.0127,-0.0135,-0.0034,-0.0026,-0.0114,-0.0333,0.0036
PUR68,PUR68,PUR,0.0057,0.0036,-0.008,0.0154,-0.0186,-0.0064,0.0006,-0.0065,-0.0122,0.0144
PUR69,PUR69,PUR,0.0028,0.0049,-0.0066,0.0123,-0.0156,-0.0061,-0.0098,-0.0161,-0.0379,-0.0224
PUR70,PUR70,PUR,0.0028,0.0046,-0.0084,0.0136,-0.0174,-0.0079,-0.0067,-0.0126,-0.0281,0.0091
PUR71,PUR71,PUR,0.0006,0.001,-0.0098,0.0224,-0.0135,-0.0076,-0.004,-0.016,-0.0157,0.0246
PUR72,PUR72,PUR,-0.0016,0.0018,-0.0068,0.0183,-0.0149,-0.0102,-0.0035,-0.0153,-0.0436,-0.0201
PUR73,PUR73,PUR,0.0014,0.0022,-0.0079,0.0199,-0.0118,0.0004,-0.0037,-0.017,-0.0287,0.025
PUR74,PUR74,PUR,0.0043,0.0039,-0.0077,0.0177,-0.0184,-0.0036,-0.0059,-0.0097,-0.0348,-0.0028
PUR75,PUR75,PUR,0.0063,0.0058,-0.0077,0.0122,-0.0203,-0.0046,-0.0051,-0.0093,-0.0292,0.006
PUR76,PUR76,PUR,0.0003,0.0052,-0.0077,0.0118,-0.0188,-0.0088,-0.0093,-0.0161,-0.0316,0.002
PUR77,PUR77,PUR,0.007,0.0079,-0.0055,0.0052,-0.0184,-0.0128,-0.0011,-0.0071,-0.0087,0.0091
PUR78,PUR78,PUR,0.0042,0.0054,-0.0054,0.0081,-0.021,-0.0084,-0.0085,-0.0051,-0.0206,0.0194
PUR79,PUR79,PUR,0.0036,0.0064,-0.0069,0.0089,-0.0178,-0.0042,-0.0056,-0.0135,-0.0445,-0.0191
PUR80,PUR80,PUR,-0.0225,0.0043,-0.0044,0.0059,-0.0025,0.0006,0.0073,0.0067,-0.0125,-0.0113
PUR81,PUR81,PUR,-0.0142,0.006,-0.0021,0.0041,-0.0059,0.0004,0.0067,-0.0067,-0.0159,-0.0082
PUR82,PUR82,PUR,-0.0005,0.0036,-0.0075,0.0144,-0.0121,-0.0064,0.0006,-0.0129,-0.0323,-0.0062
PUR83,PUR83,PUR,0.0037,0.0065,-0.0045,0.0075,-0.0251,-0.0047,-0.006,-0.0167,-0.0222,0.025
CLM19,CLM19,CLM,0.0045,-0.0006,-0.0088,0.0298,-0.0118,-0.0062,-0.0054,-0.0101,-0.0069,0.0221
CLM20,CLM20,CLM,0.0076,0.0018,-0.009,0.0245,-0.0134,-0.0059,-0.0007,-0.0142,-0.0215,-0.0122
CLM21,CLM21,CLM,0.0068,0.0027,-0.0083,0.0205,-0.0126,-0.0073,-0.0037,-0.006,-0.027,-0.0043
